Timestamp,Interface,kbps_In,kbps_Out,Total_MB_In,Total_MB_Out
2026-04-04 09:51:07,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:07,ether5-LAN,9.7,88.18,355.76,1756.25
2026-04-04 09:51:08,ether1-Starlink,2.53,2.4,1166.17,281.62
2026-04-04 09:51:08,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:08,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:08,ether5-LAN,12.15,110.84,355.76,1756.27
2026-04-04 09:51:09,ether1-Starlink,1.07,1.39,1166.17,281.62
2026-04-04 09:51:09,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:09,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:09,ether5-LAN,10.49,83.57,355.76,1756.28
2026-04-04 09:51:10,ether1-Starlink,7.06,3.08,1166.18,281.62
2026-04-04 09:51:10,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:10,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:10,ether5-LAN,13.97,104.71,355.76,1756.29
2026-04-04 09:51:11,ether1-Starlink,4.96,3.25,1166.18,281.62
2026-04-04 09:51:11,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:11,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:11,ether5-LAN,12.62,106.28,355.76,1756.3
2026-04-04 09:51:12,ether1-Starlink,3.96,3.86,1166.18,281.62
2026-04-04 09:51:12,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:12,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:12,ether5-LAN,14.12,97.62,355.77,1756.32
2026-04-04 09:51:13,ether1-Starlink,0.53,0.53,1166.18,281.62
2026-04-04 09:51:13,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:13,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:13,ether5-LAN,9.57,87.8,355.77,1756.33
2026-04-04 09:51:14,ether1-Starlink,11.38,9.58,1166.18,281.62
2026-04-04 09:51:14,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:14,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:14,ether5-LAN,19.82,107.17,355.77,1756.34
2026-04-04 09:51:15,ether1-Starlink,17.94,18.45,1166.18,281.63
2026-04-04 09:51:15,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:15,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:15,ether5-LAN,27.83,115.47,355.77,1756.36
2026-04-04 09:51:16,ether1-Starlink,55.95,32.56,1166.19,281.63
2026-04-04 09:51:16,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:16,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:16,ether5-LAN,44.62,176.68,355.78,1756.38
2026-04-04 09:51:17,ether1-Starlink,37.29,40.88,1166.19,281.63
2026-04-04 09:51:17,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:17,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:17,ether5-LAN,49.98,125.22,355.78,1756.39
2026-04-04 09:51:18,ether1-Starlink,5.0,3.25,1166.19,281.64
2026-04-04 09:51:18,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:18,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:18,ether5-LAN,11.18,97.61,355.79,1756.41
2026-04-04 09:51:19,ether1-Starlink,1.05,0.89,1166.19,281.64
2026-04-04 09:51:19,ether2-VSAT,0.0,0.0,0.0,0.0
2026-04-04 09:51:19,ether3-LTE,0.0,0.0,0.0,0.0
2026-04-04 09:51:19,ether5-LAN,8.67,84.45,355.79,1756.42
